Subject Activity featureWanted.names NA
19 SITTING 0.273830316164384 -0.016739260030137
19 STANDING 0.27817226 -0.0154244056945205
19 LAYING 0.272653733493976 -0.0171426864421687
20 WALKING 0.272589336470588 -0.021199992245098
20 WALKING_UPSTAIRS 0.252098317156863 -0.0282258047588235
20 WALKING_DOWNSTAIRS 0.296144421355556 -0.00964120773155556
20 SITTING 0.278045439090909 -0.0147229305131818
20 STANDING 0.278076904657534 -0.0180695049161644
20 LAYING 0.239507882205882 -0.0144406281132353
21 WALKING 0.279183526730769 -0.0181610317526923
21 WALKING_UPSTAIRS 0.265194544680851 -0.0237218695148936
21 WALKING_DOWNSTAIRS 0.3014610196 -0.0173195390157778
21 SITTING 0.277539616823529 -0.0144009705494118
21 STANDING 0.27695224258427 -0.0167084730205618
21 LAYING 0.271325472455556 -0.0184233048415556
22 WALKING 0.27886459 -0.0167213607957174
22 WALKING_UPSTAIRS 0.248391534566667 -0.0268622561133333
22 WALKING_DOWNSTAIRS 0.284458963861111 -0.0197999371686389
22 SITTING 0.273583822709677 -0.0123468446419355
22 STANDING 0.279053861587302 -0.0158563207496825
22 LAYING 0.279959721194444 -0.0142629864502778
23 WALKING 0.273211884237288 -0.0183618711932203
23 WALKING_UPSTAIRS 0.249995171031373 -0.0323844029237255
23 WALKING_DOWNSTAIRS 0.289897411148148 -0.0162111457238889
23 SITTING 0.273351251617647 -0.0133945015676471
23 STANDING 0.277899323235294 -0.0177475547867647
23 LAYING 0.274038007986111 -0.0216553835833333
24 WALKING 0.276980816034483 -0.0225446400534483
24 WALKING_UPSTAIRS 0.269881106779661 -0.0251979434569492
24 WALKING_DOWNSTAIRS 0.288631208909091 -0.0145730348310909
24 SITTING 0.273475690147059 -0.0131255097938235
24 STANDING 0.280348883913043 -0.0144785340348986
24 LAYING 0.272850494930556 -0.0173555210111111
25 WALKING 0.278992759054054 -0.0186477624716216
25 WALKING_UPSTAIRS 0.277995411384615 -0.0269863524264615
25 WALKING_DOWNSTAIRS 0.291329666206897 -0.0210170522987931
25 SITTING 0.278541482461538 -0.0147696808030769
25 STANDING 0.278013701621622 -0.0163569730274324
25 LAYING 0.250791828613699 -0.0188943663671233
26 WALKING 0.279264443728814 -0.0154259586949153
26 WALKING_UPSTAIRS 0.272691394545455 -0.0281633797398182
26 WALKING_DOWNSTAIRS 0.2792845828 -0.01262580966778
26 SITTING 0.258243530166667 -0.00713364541358974
26 STANDING 0.281127035405405 -0.0166608306652703
26 LAYING 0.271645864540789 -0.0191895728026316
27 WALKING 0.276849485438596 -0.0166478783221912
27 WALKING_UPSTAIRS 0.265770253921569 -0.0200953324078431
27 WALKING_DOWNSTAIRS 0.2975441875 -0.0135564467159091
27 SITTING 0.273941302571429 -0.0155269799285714
27 STANDING 0.279566921625 -0.016593236445
27 LAYING 0.274102492432432 -0.0179867611216216
28 WALKING 0.281228223888889 -0.0156759722981481
28 WALKING_UPSTAIRS 0.262005841764706 -0.0279443943478431
28 WALKING_DOWNSTAIRS 0.293642076521739 -0.0220230465913043
28 SITTING 0.276977629444444 -0.0185404441258333
28 STANDING 0.277795069113924 -0.0172635124672152
28 LAYING 0.2759134825 -0.0167537858225
29 WALKING 0.271999916792453 -0.0162915600588679
29 WALKING_UPSTAIRS 0.265423066877551 -0.0299465312326531
29 WALKING_DOWNSTAIRS 0.293140441083333 -0.01494121505625
29 SITTING 0.2771799775 -0.016630680375
29 STANDING 0.277965065846154 -0.0172605869061538
29 LAYING 0.287295196811594 -0.0171965484202899
30 WALKING 0.276406758 -0.0175880385730769
30 WALKING_UPSTAIRS 0.271415642261538 -0.0253311698786154
30 WALKING_DOWNSTAIRS 0.283190646967742 -0.0174383900204839
30 SITTING 0.268336081379032 -0.00804731295322581
30 STANDING 0.277112699152542 -0.0170163887813559
30 LAYING 0.281033900571429 -0.0194494098614286
